web-scraper-order,web-scraper-start-url,single_class,single_class-href
1555082657-1852,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Topics in Advanced Microscopy Techniques for Research Transmission Electron Microscope,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30770
1555082664-1855,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Topics in Advanced Microscopy Techniques for Research Laser Scanning Confocal Microscopy,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30767
1555082482-1767,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Dance Forms I West African Dance,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30588
1555082236-1648,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Seminar: Techniques for Modeling Engineering Processes,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30392
1555081620-1350,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,"Energy, Environment and Climate",https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30624
1555081367-1227,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Introduction to Lighting Design,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30515
1555081517-1300,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,"Muslims, Modernity and Islam",https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30480
1555082725-1885,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Horticulture: Botany for Gardeners,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30019
1555082167-1615,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Bloomsbury and Sexuality,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30156
1555081470-1277,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Cities,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30705
1555082459-1756,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,West African II,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30597
1555082525-1788,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Introduction to Computer Science Through Programming,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30439
1555081466-1275,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Teaching Romance Languages: Theories and Techniques on Second Language Acquisition,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30721
1555081861-1467,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,(L) South Asian Pasts and Presents,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30620
1555082020-1544,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Video Games and the Politics of Play,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30167
1555081643-1361,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Philosophy and Design,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30530
1555082177-1620,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,"Race, Suburbia, and the post-1945 U.S. Novel",https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30152
1555081630-1355,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Business Ethics: Moral Issues in the Boardroom and the Classroom,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30667
1555082827-1934,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Art and Its Histories,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30673
1555082274-1666,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Fundamental Engineering Principles,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30746
1555081797-1436,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Place Frames: Photography As Research Method In Landscape Studies,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30726
1555082552-1801,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,"Introduction to Comparative Literature: The Pleasures of Reading Natives, Nationals, Nobodies",https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30102
1555082437-1745,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Production and Management,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30607
1555081494-1289,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Qualitative Methods,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30348
1555082410-1732,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Women and Narration in Modern Korea,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30236
1555082331-1694,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Seminar Economics of the Environment and Natural Resources,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30265
1555082569-1809,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,The Age of Heroes: Archaeology of the Eastern Mediterranean Bronze Age,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30094
1555081665-1372,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Handbell Choir,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30339
1555081997-1533,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,High Intermediate French,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30453
1555081746-1411,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,An Introduction to Modern Algebra,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30551
1555082032-1550,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,Yoga Hatha Yoga I,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30312
1555081972-1521,https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ,"Extraordinary Events in the History of Earth, Life and Climate",https://www.smith.edu/academics/academic-program/curriculum/course-search?term=Spring%202019&dept=&instr=&credits=&course_numb=&course_keywd=&op=Submit&form_build_id=form-wSG62yvY68KkiUZOUK9sJyDEIeEEGbduhWwsMNv3CUM&form_id=campus_course_search_basic_search_form&fbclid=IwAR1M3d6zHkQEViaIB1cXlAzaQtSRoRKalwEgLsPxcq6oUhyALUuxc3z3ayQ#30170
